STORE_ID,STORE_COUNTRY,STORE_LOCATION,PRODUCT_CATEGORY,PRODUCT_ID,MRP,CP,DISCOUNT,SP,TRANSACTION_DATE
LO0894,GBP,London,Education,67054748,98,GBP 37.21,GBP 2.44,GBP 58.56,05/28/2020
LO0894,GBP,London,Education,48402709,41,GBP 17.04,GBP 0.72,GBP 23.28,05/28/2020
LO0894,GBP,London,Fashion,72583618,57,GBP 40.87,GBP 1.83,GBP 59.17,05/28/2020
LO0894,GBP,London,Cosmetics,66631774,92,GBP 25.60,GBP 2.80,GBP 37.20,05/28/2020
LO0894,GBP,London,Electronics,59226989,17,GBP 36.92,GBP 5.20,GBP 46.80,05/28/2020
LO0894,GBP,London,Groceries,86525268,95,GBP 18.72,GBP 1.82,GBP 24.18,05/28/2020
LO0894,GBP,London,Education,50588989,30,GBP 58.32,GBP 4.86,GBP 76.14,05/28/2020
LO0894,GBP,London,Kitchen,38037109,30,GBP 7.04,GBP 0.66,GBP 10.34,05/28/2020
LO0894,GBP,London,Kitchen,44604187,30,GBP 12.07,GBP 0.68,GBP 16.32,05/28/2020
LO0894,GBP,London,Electronics,81883544,91,GBP 20.77,GBP 1.55,GBP 29.45,05/28/2020
LO0894,GBP,London,Education,39160461,82,GBP 25.84,GBP 1.90,GBP 36.10,05/28/2020
LO0894,GBP,London,Electronics,77208862,32,GBP 49.60,GBP 2.40,GBP 77.60,05/28/2020
LO0894,GBP,London,Education,10118103,51,GBP 39.06,GBP 6.20,GBP 55.80,05/28/2020
LO0894,GBP,London,Furniture,96341552,23,GBP 69.00,GBP 10.00,GBP 90.00,05/28/2020
LO0894,GBP,London,Kitchen,78606872,93,GBP 56.16,GBP 7.80,GBP 70.20,05/28/2020
LO0894,GBP,London,Education,78609619,35,GBP 42.90,GBP 5.20,GBP 59.80,05/28/2020
LO0894,GBP,London,Groceries,90142517,35,GBP 20.80,GBP 2.56,GBP 29.44,05/28/2020
LO0894,GBP,London,Fashion,36584167,70,GBP 51.85,GBP 8.50,GBP 76.50,05/28/2020
LO0894,GBP,London,Fashion,67225036,20,GBP 15.86,GBP 2.60,GBP 23.40,05/28/2020
LO0894,GBP,London,Electronics,30017089,10,GBP 28.47,GBP 3.51,GBP 35.49,05/28/2020
LO0894,GBP,London,Groceries,79785156,88,GBP 24.14,GBP 2.04,GBP 31.96,05/28/2020
LO0894,GBP,London,Kitchen,38188171,25,GBP 16.20,GBP 0.81,GBP 26.19,05/28/2020
LO0894,GBP,London,Electronics,20975341,31,GBP 65.55,GBP 7.60,GBP 87.40,05/28/2020
LO0894,GBP,London,Groceries,39978942,42,GBP 35.36,GBP 2.08,GBP 49.92,05/28/2020
LO0894,GBP,London,Cosmetics,62808532,70,GBP 44.53,GBP 2.19,GBP 70.81,05/28/2020
LO0894,GBP,London,Electronics,23227539,69,GBP 65.70,GBP 1.80,GBP 88.20,05/28/2020
LO0894,GBP,London,Furniture,83965454,98,GBP 37.05,GBP 1.71,GBP 55.29,05/28/2020
LO0894,GBP,London,Fashion,53200988,26,GBP 21.78,GBP 0.99,GBP 32.01,05/28/2020
LO0894,GBP,London,Education,18596801,44,GBP 57.60,GBP 4.80,GBP 91.20,05/28/2020
LO0894,GBP,London,Furniture,89134521,17,GBP 51.10,GBP 2.19,GBP 70.81,05/28/2020
LO0894,GBP,London,Kitchen,28462524,84,GBP 19.17,GBP 1.35,GBP 25.65,05/28/2020
LO0894,GBP,London,Education,54527587,17,GBP 24.85,GBP 1.75,GBP 33.25,05/28/2020
LO0894,GBP,London,Groceries,35202636,60,GBP 37.12,GBP 2.32,GBP 55.68,05/28/2020
LO0894,GBP,London,Education,67054748,24,GBP 19.71,GBP 1.35,GBP 25.65,05/28/2020
LO0894,GBP,London,Education,48402709,65,GBP 9.10,GBP 1.26,GBP 12.74,05/28/2020
LO0894,GBP,London,Fashion,72583618,48,GBP 69.58,GBP 1.96,GBP 96.04,05/28/2020
LO0894,GBP,London,Cosmetics,66631774,90,GBP 31.08,GBP 2.94,GBP 39.06,05/28/2020
LO0894,GBP,London,Electronics,59226989,95,GBP 71.00,GBP 5.00,GBP 95.00,05/28/2020
LO0894,GBP,London,Groceries,86525268,60,GBP 49.64,GBP 4.76,GBP 63.24,05/28/2020
LO0894,GBP,London,Education,50588989,29,GBP 62.56,GBP 3.68,GBP 88.32,05/28/2020
LO0894,GBP,London,Kitchen,38037109,89,GBP 46.72,GBP 2.92,GBP 70.08,05/28/2020
LO0894,GBP,London,Kitchen,44604187,98,GBP 49.68,GBP 7.20,GBP 64.80,05/28/2020
LO0894,GBP,London,Electronics,81883544,25,GBP 27.88,GBP 1.64,GBP 39.36,05/28/2020
LO0894,GBP,London,Education,39160461,71,GBP 56.70,GBP 5.67,GBP 75.33,05/28/2020
LO0894,GBP,London,Electronics,77208862,71,GBP 14.40,GBP 2.40,GBP 21.60,05/28/2020
LO0894,GBP,London,Education,10118103,97,GBP 50.41,GBP 4.97,GBP 66.03,05/28/2020
LO0894,GBP,London,Furniture,96341552,42,GBP 16.12,GBP 1.56,GBP 24.44,05/28/2020
LO0894,GBP,London,Kitchen,78606872,28,GBP 37.21,GBP 2.44,GBP 58.56,05/28/2020
LO0894,GBP,London,Education,78609619,42,GBP 17.04,GBP 0.72,GBP 23.28,05/28/2020
LO0894,GBP,London,Groceries,90142517,59,GBP 40.87,GBP 1.83,GBP 59.17,05/28/2020
LO0894,GBP,London,Fashion,36584167,90,GBP 25.60,GBP 2.80,GBP 37.20,05/28/2020
LO0894,GBP,London,Fashion,67225036,88,GBP 36.92,GBP 5.20,GBP 46.80,05/28/2020
LO0894,GBP,London,Electronics,30017089,11,GBP 18.72,GBP 1.82,GBP 24.18,05/28/2020
LO0894,GBP,London,Groceries,79785156,69,GBP 58.32,GBP 4.86,GBP 76.14,05/28/2020
LO0894,GBP,London,Kitchen,38188171,85,GBP 7.04,GBP 0.66,GBP 10.34,05/28/2020
LO0894,GBP,London,Electronics,20975341,90,GBP 12.07,GBP 0.68,GBP 16.32,05/28/2020
LO0894,GBP,London,Groceries,39978942,96,GBP 20.77,GBP 1.55,GBP 29.45,05/28/2020
LO0894,GBP,London,Cosmetics,62808532,42,GBP 25.84,GBP 1.90,GBP 36.10,05/28/2020
LO0894,GBP,London,Electronics,23227539,15,GBP 49.60,GBP 2.40,GBP 77.60,05/28/2020
LO0894,GBP,London,Furniture,83965454,22,GBP 39.06,GBP 6.20,GBP 55.80,05/28/2020
LO0894,GBP,London,Fashion,53200988,97,GBP 69.00,GBP 10.00,GBP 90.00,05/28/2020
LO0894,GBP,London,Education,18596801,97,GBP 56.16,GBP 7.80,GBP 70.20,05/28/2020
LO0894,GBP,London,Furniture,89134521,67,GBP 42.90,GBP 5.20,GBP 59.80,05/28/2020
LO0894,GBP,London,Kitchen,28462524,56,GBP 20.80,GBP 2.56,GBP 29.44,05/28/2020
LO0894,GBP,London,Education,54527587,69,GBP 51.85,GBP 8.50,GBP 76.50,05/28/2020
LO0894,GBP,London,Groceries,35202636,19,GBP 15.86,GBP 2.60,GBP 23.40,05/28/2020
LO0894,GBP,London,Education,67054748,84,GBP 28.47,GBP 3.51,GBP 35.49,05/28/2020
LO0894,GBP,London,Education,48402709,55,GBP 24.14,GBP 2.04,GBP 31.96,05/28/2020
LO0894,GBP,London,Fashion,72583618,39,GBP 16.20,GBP 0.81,GBP 26.19,05/28/2020
LO0894,GBP,London,Cosmetics,66631774,35,GBP 65.55,GBP 7.60,GBP 87.40,05/28/2020
LO0894,GBP,London,Electronics,59226989,39,GBP 35.36,GBP 2.08,GBP 49.92,05/28/2020
LO0894,GBP,London,Groceries,86525268,38,GBP 44.53,GBP 2.19,GBP 70.81,05/28/2020
LO0894,GBP,London,Education,50588989,90,GBP 65.70,GBP 1.80,GBP 88.20,05/28/2020
LO0894,GBP,London,Kitchen,38037109,45,GBP 37.05,GBP 1.71,GBP 55.29,05/28/2020
LO0894,GBP,London,Kitchen,44604187,46,GBP 21.78,GBP 0.99,GBP 32.01,05/28/2020
LO0894,GBP,London,Electronics,81883544,40,GBP 57.60,GBP 4.80,GBP 91.20,05/28/2020
LO0894,GBP,London,Education,39160461,27,GBP 51.10,GBP 2.19,GBP 70.81,05/28/2020
LO0894,GBP,London,Electronics,77208862,78,GBP 19.17,GBP 1.35,GBP 25.65,05/28/2020
LO0894,GBP,London,Education,10118103,15,GBP 24.85,GBP 1.75,GBP 33.25,05/28/2020
LO0894,GBP,London,Furniture,96341552,42,GBP 37.12,GBP 2.32,GBP 55.68,05/28/2020
LO0894,GBP,London,Kitchen,78606872,84,GBP 19.71,GBP 1.35,GBP 25.65,05/28/2020
LO0894,GBP,London,Education,78609619,36,GBP 9.10,GBP 1.26,GBP 12.74,05/28/2020
LO0894,GBP,London,Groceries,90142517,71,GBP 69.58,GBP 1.96,GBP 96.04,05/28/2020
LO0894,GBP,London,Fashion,36584167,57,GBP 31.08,GBP 2.94,GBP 39.06,05/28/2020
LO0894,GBP,London,Fashion,67225036,81,GBP 71.00,GBP 5.00,GBP 95.00,05/28/2020
LO0894,GBP,London,Electronics,30017089,45,GBP 49.64,GBP 4.76,GBP 63.24,05/28/2020
LO0894,GBP,London,Groceries,79785156,56,GBP 62.56,GBP 3.68,GBP 88.32,05/28/2020
LO0894,GBP,London,Kitchen,38188171,39,GBP 46.72,GBP 2.92,GBP 70.08,05/28/2020
LO0894,GBP,London,Electronics,20975341,29,GBP 49.68,GBP 7.20,GBP 64.80,05/28/2020
LO0894,GBP,London,Groceries,39978942,71,GBP 27.88,GBP 1.64,GBP 39.36,05/28/2020
LO0894,GBP,London,Cosmetics,62808532,82,GBP 56.70,GBP 5.67,GBP 75.33,05/28/2020
LO0894,GBP,London,Electronics,23227539,10,GBP 14.40,GBP 2.40,GBP 21.60,05/28/2020
LO0894,GBP,London,Furniture,83965454,93,GBP 50.41,GBP 4.97,GBP 66.03,05/28/2020
LO0894,GBP,London,Fashion,53200988,67,GBP 16.12,GBP 1.56,GBP 24.44,05/28/2020
LO0894,GBP,London,Education,18596801,24,GBP 37.21,GBP 2.44,GBP 58.56,05/28/2020
LO0894,GBP,London,Furniture,89134521,43,GBP 17.04,GBP 0.72,GBP 23.28,05/28/2020
LO0894,GBP,London,Kitchen,28462524,97,GBP 40.87,GBP 1.83,GBP 59.17,05/28/2020
LO0894,GBP,London,Education,54527587,20,GBP 25.60,GBP 2.80,GBP 37.20,05/28/2020
LO0894,GBP,London,Groceries,35202636,39,GBP 36.92,GBP 5.20,GBP 46.80,05/28/2020
LO0894,GBP,London,Education,67054748,59,GBP 18.72,GBP 1.82,GBP 24.18,05/28/2020
LO0894,GBP,London,Education,48402709,68,GBP 58.32,GBP 4.86,GBP 76.14,05/28/2020
LO0894,GBP,London,Fashion,72583618,87,GBP 7.04,GBP 0.66,GBP 10.34,05/28/2020
LO0894,GBP,London,Cosmetics,66631774,96,GBP 12.07,GBP 0.68,GBP 16.32,05/28/2020
LO0894,GBP,London,Electronics,59226989,45,GBP 20.77,GBP 1.55,GBP 29.45,05/28/2020
LO0894,GBP,London,Groceries,86525268,52,GBP 25.84,GBP 1.90,GBP 36.10,05/28/2020
LO0894,GBP,London,Education,50588989,40,GBP 49.60,GBP 2.40,GBP 77.60,05/28/2020
LO0894,GBP,London,Kitchen,38037109,62,GBP 39.06,GBP 6.20,GBP 55.80,05/28/2020
LO0894,GBP,London,Kitchen,44604187,40,GBP 69.00,GBP 10.00,GBP 90.00,05/28/2020
LO0894,GBP,London,Electronics,81883544,57,GBP 56.16,GBP 7.80,GBP 70.20,05/28/2020
LO0894,GBP,London,Education,39160461,82,GBP 42.90,GBP 5.20,GBP 59.80,05/28/2020
LO0894,GBP,London,Electronics,77208862,32,GBP 20.80,GBP 2.56,GBP 29.44,05/28/2020
LO0894,GBP,London,Education,10118103,13,GBP 51.85,GBP 8.50,GBP 76.50,05/28/2020
LO0894,GBP,London,Furniture,96341552,57,GBP 15.86,GBP 2.60,GBP 23.40,05/28/2020
LO0894,GBP,London,Kitchen,78606872,78,GBP 28.47,GBP 3.51,GBP 35.49,05/28/2020
LO0894,GBP,London,Education,78609619,94,GBP 24.14,GBP 2.04,GBP 31.96,05/28/2020
LO0894,GBP,London,Groceries,90142517,31,GBP 16.20,GBP 0.81,GBP 26.19,05/28/2020
LO0894,GBP,London,Fashion,36584167,15,GBP 65.55,GBP 7.60,GBP 87.40,05/28/2020
LO0894,GBP,London,Fashion,67225036,88,GBP 35.36,GBP 2.08,GBP 49.92,05/28/2020
LO0894,GBP,London,Electronics,30017089,91,GBP 44.53,GBP 2.19,GBP 70.81,05/28/2020
LO0894,GBP,London,Groceries,79785156,85,GBP 65.70,GBP 1.80,GBP 88.20,05/28/2020
LO0894,GBP,London,Kitchen,38188171,37,GBP 37.05,GBP 1.71,GBP 55.29,05/28/2020
LO0894,GBP,London,Electronics,20975341,80,GBP 21.78,GBP 0.99,GBP 32.01,05/28/2020
LO0894,GBP,London,Groceries,39978942,71,GBP 57.60,GBP 4.80,GBP 91.20,05/28/2020
LO0894,GBP,London,Cosmetics,62808532,92,GBP 51.10,GBP 2.19,GBP 70.81,05/28/2020
LO0894,GBP,London,Electronics,23227539,16,GBP 19.17,GBP 1.35,GBP 25.65,05/28/2020
LO0894,GBP,London,Furniture,83965454,38,GBP 24.85,GBP 1.75,GBP 33.25,05/28/2020
LO0894,GBP,London,Fashion,53200988,26,GBP 37.12,GBP 2.32,GBP 55.68,05/28/2020
LO0894,GBP,London,Education,18596801,45,GBP 19.71,GBP 1.35,GBP 25.65,05/28/2020
LO0894,GBP,London,Furniture,89134521,83,GBP 9.10,GBP 1.26,GBP 12.74,05/28/2020
LO0894,GBP,London,Kitchen,28462524,55,GBP 69.58,GBP 1.96,GBP 96.04,05/28/2020
LO0894,GBP,London,Education,54527587,13,GBP 31.08,GBP 2.94,GBP 39.06,05/28/2020
LO0894,GBP,London,Groceries,35202636,69,GBP 71.00,GBP 5.00,GBP 95.00,05/28/2020
LO0894,GBP,London,Education,67054748,18,GBP 49.64,GBP 4.76,GBP 63.24,05/28/2020
LO0894,GBP,London,Education,48402709,52,GBP 62.56,GBP 3.68,GBP 88.32,05/28/2020
LO0894,GBP,London,Fashion,72583618,29,GBP 46.72,GBP 2.92,GBP 70.08,05/28/2020
LO0894,GBP,London,Cosmetics,66631774,43,GBP 49.68,GBP 7.20,GBP 64.80,05/28/2020
LO0894,GBP,London,Electronics,59226989,71,GBP 27.88,GBP 1.64,GBP 39.36,05/28/2020
LO0894,GBP,London,Groceries,86525268,69,GBP 56.70,GBP 5.67,GBP 75.33,05/28/2020
LO0894,GBP,London,Education,50588989,13,GBP 14.40,GBP 2.40,GBP 21.60,05/28/2020
LO0894,GBP,London,Kitchen,38037109,35,GBP 50.41,GBP 4.97,GBP 66.03,05/28/2020
LO0894,GBP,London,Kitchen,44604187,86,GBP 16.12,GBP 1.56,GBP 24.44,05/28/2020
LO0894,GBP,London,Electronics,81883544,41,GBP 37.21,GBP 2.44,GBP 58.56,05/28/2020
LO0894,GBP,London,Education,39160461,96,GBP 17.04,GBP 0.72,GBP 23.28,05/28/2020
LO0894,GBP,London,Electronics,77208862,72,GBP 40.87,GBP 1.83,GBP 59.17,05/28/2020
LO0894,GBP,London,Education,10118103,37,GBP 25.60,GBP 2.80,GBP 37.20,05/28/2020
LO0894,GBP,London,Furniture,96341552,70,GBP 36.92,GBP 5.20,GBP 46.80,05/28/2020
LO0894,GBP,London,Kitchen,78606872,98,GBP 18.72,GBP 1.82,GBP 24.18,05/28/2020
LO0894,GBP,London,Education,78609619,27,GBP 58.32,GBP 4.86,GBP 76.14,05/28/2020
LO0894,GBP,London,Groceries,90142517,33,GBP 7.04,GBP 0.66,GBP 10.34,05/28/2020
LO0894,GBP,London,Fashion,36584167,96,GBP 12.07,GBP 0.68,GBP 16.32,05/28/2020
LO0894,GBP,London,Fashion,67225036,32,GBP 20.77,GBP 1.55,GBP 29.45,05/28/2020
LO0894,GBP,London,Electronics,30017089,60,GBP 25.84,GBP 1.90,GBP 36.10,05/28/2020
LO0894,GBP,London,Groceries,79785156,99,GBP 49.60,GBP 2.40,GBP 77.60,05/28/2020
LO0894,GBP,London,Kitchen,38188171,73,GBP 39.06,GBP 6.20,GBP 55.80,05/28/2020
LO0894,GBP,London,Electronics,20975341,97,GBP 69.00,GBP 10.00,GBP 90.00,05/28/2020
LO0894,GBP,London,Groceries,39978942,51,GBP 56.16,GBP 7.80,GBP 70.20,05/28/2020
LO0894,GBP,London,Cosmetics,62808532,91,GBP 42.90,GBP 5.20,GBP 59.80,05/28/2020
LO0894,GBP,London,Electronics,23227539,47,GBP 20.80,GBP 2.56,GBP 29.44,05/28/2020
LO0894,GBP,London,Furniture,83965454,80,GBP 51.85,GBP 8.50,GBP 76.50,05/28/2020
LO0894,GBP,London,Fashion,53200988,19,GBP 15.86,GBP 2.60,GBP 23.40,05/28/2020
LO0894,GBP,London,Education,18596801,54,GBP 28.47,GBP 3.51,GBP 35.49,05/28/2020
LO0894,GBP,London,Furniture,89134521,78,GBP 24.14,GBP 2.04,GBP 31.96,05/28/2020
LO0894,GBP,London,Kitchen,28462524,59,GBP 16.20,GBP 0.81,GBP 26.19,05/28/2020
LO0894,GBP,London,Education,54527587,72,GBP 65.55,GBP 7.60,GBP 87.40,05/28/2020
LO0894,GBP,London,Groceries,35202636,55,GBP 35.36,GBP 2.08,GBP 49.92,05/28/2020
LO0894,GBP,London,Education,67054748,44,GBP 44.53,GBP 2.19,GBP 70.81,05/28/2020
LO0894,GBP,London,Education,48402709,73,GBP 65.70,GBP 1.80,GBP 88.20,05/28/2020
LO0894,GBP,London,Fashion,72583618,81,GBP 37.05,GBP 1.71,GBP 55.29,05/28/2020
LO0894,GBP,London,Cosmetics,66631774,51,GBP 21.78,GBP 0.99,GBP 32.01,05/28/2020
LO0894,GBP,London,Electronics,59226989,97,GBP 57.60,GBP 4.80,GBP 91.20,05/28/2020
LO0894,GBP,London,Groceries,86525268,93,GBP 51.10,GBP 2.19,GBP 70.81,05/28/2020
LO0894,GBP,London,Education,50588989,14,GBP 19.17,GBP 1.35,GBP 25.65,05/28/2020
LO0894,GBP,London,Kitchen,38037109,31,GBP 24.85,GBP 1.75,GBP 33.25,05/28/2020
LO0894,GBP,London,Kitchen,44604187,78,GBP 37.12,GBP 2.32,GBP 55.68,05/28/2020
LO0894,GBP,London,Electronics,81883544,13,GBP 19.71,GBP 1.35,GBP 25.65,05/28/2020
LO0894,GBP,London,Education,39160461,68,GBP 9.10,GBP 1.26,GBP 12.74,05/28/2020
LO0894,GBP,London,Electronics,77208862,27,GBP 69.58,GBP 1.96,GBP 96.04,05/28/2020
LO0894,GBP,London,Education,10118103,34,GBP 31.08,GBP 2.94,GBP 39.06,05/28/2020
LO0894,GBP,London,Furniture,96341552,42,GBP 71.00,GBP 5.00,GBP 95.00,05/28/2020
LO0894,GBP,London,Kitchen,78606872,77,GBP 49.64,GBP 4.76,GBP 63.24,05/28/2020
LO0894,GBP,London,Education,78609619,46,GBP 62.56,GBP 3.68,GBP 88.32,05/28/2020
LO0894,GBP,London,Groceries,90142517,74,GBP 46.72,GBP 2.92,GBP 70.08,05/28/2020
LO0894,GBP,London,Fashion,36584167,35,GBP 49.68,GBP 7.20,GBP 64.80,05/28/2020
LO0894,GBP,London,Fashion,67225036,59,GBP 27.88,GBP 1.64,GBP 39.36,05/28/2020
LO0894,GBP,London,Electronics,30017089,10,GBP 56.70,GBP 5.67,GBP 75.33,05/28/2020
