STORE_ID,STORE_COUNTRY,STORE_LOCATION,PRODUCT_CATEGORY,PRODUCT_ID,MRP,CP,DISCOUNT,SP,Date
YR4098,USD,New York,Electronics,93930053,25.00,USD 17.50,USD 2.50,USD 22.50,2020-05-28
YR4098,USD,New York,Kitchen,54447937,53.00,USD 38.69,USD 2.12,USD 50.88,2020-05-28
YR4098,USD,New York,Groceries,98431701,55.00,USD 37.95,USD 5.50,USD 49.50,2020-05-28
YR4098,USD,New York,Groceries,29519958,44.00,USD 32.56,USD 3.52,USD 40.48,2020-05-28
YR4098,USD,New York,Kitchen,86423645,59.00,USD 35.40,USD 5.31,USD 53.69,2020-05-28
YR4098,USD,New York,Cosmetics,22255249,71.00,USD 49.70,USD 7.10,USD 63.90,2020-05-28
YR4098,USD,New York,Kitchen,43189697,17.00,USD 10.37,USD 0.85,USD 16.15,2020-05-28
YR4098,USD,New York,Education,26570129,65.00,USD 46.80,USD 6.50,USD 58.50,2020-05-28
YR4098,USD,New York,Furniture,28176879,21.00,USD 13.65,USD 0.63,USD 20.37,2020-05-28
YR4098,USD,New York,Cosmetics,57469177,24.00,USD 18.00,USD 1.68,USD 22.32,2020-05-28
YR4098,USD,New York,Fashion,55590515,23.00,USD 17.25,USD 1.38,USD 21.62,2020-05-28
YR4098,USD,New York,Kitchen,29964904,83.00,USD 59.76,USD 4.98,USD 78.02,2020-05-28
YR4098,USD,New York,Cosmetics,43717041,35.00,USD 24.50,USD 3.15,USD 31.85,2020-05-28
YR4098,USD,New York,Cosmetics,83710021,53.00,USD 31.80,USD 5.30,USD 47.70,2020-05-28
YR4098,USD,New York,Furniture,13996276,39.00,USD 28.08,USD 2.34,USD 36.66,2020-05-28
YR4098,USD,New York,Education,34590148,93.00,USD 56.73,USD 5.58,USD 87.42,2020-05-28
YR4098,USD,New York,Kitchen,30102233,86.00,USD 55.04,USD 5.16,USD 80.84,2020-05-28
YR4098,USD,New York,Electronics,95858154,29.00,USD 21.46,USD 2.61,USD 26.39,2020-05-28
YR4098,USD,New York,Kitchen,27100219,91.00,USD 64.61,USD 9.10,USD 81.90,2020-05-28
YR4098,USD,New York,Kitchen,34656066,77.00,USD 52.36,USD 7.70,USD 69.30,2020-05-28
YR4098,USD,New York,Education,15169067,91.00,USD 61.88,USD 3.64,USD 87.36,2020-05-28
YR4098,USD,New York,Furniture,29948425,97.00,USD 69.84,USD 2.91,USD 94.09,2020-05-28
YR4098,USD,New York,Fashion,78472290,96.00,USD 66.24,USD 7.68,USD 88.32,2020-05-28
YR4098,USD,New York,Electronics,51292114,61.00,USD 38.43,USD 5.49,USD 55.51,2020-05-28
YR4098,USD,New York,Kitchen,44365234,97.00,USD 65.96,USD 5.82,USD 91.18,2020-05-28
YR4098,USD,New York,Education,33238830,22.00,USD 14.74,USD 0.88,USD 21.12,2020-05-28
YR4098,USD,New York,Groceries,86846618,11.00,USD 8.03,USD 0.66,USD 10.34,2020-05-28
YR4098,USD,New York,Groceries,98926086,56.00,USD 38.08,USD 1.68,USD 54.32,2020-05-28
YR4098,USD,New York,Cosmetics,44161987,55.00,USD 35.20,USD 4.40,USD 50.60,2020-05-28
YR4098,USD,New York,Groceries,39281311,52.00,USD 32.24,USD 2.60,USD 49.40,2020-05-28
YR4098,USD,New York,Education,30473022,87.00,USD 53.07,USD 3.48,USD 83.52,2020-05-28
YR4098,USD,New York,Groceries,34469299,16.00,USD 11.36,USD 0.32,USD 15.68,2020-05-28
YR4098,USD,New York,Education,54228210,80.00,USD 59.20,USD 5.60,USD 74.40,2020-05-28
YR4098,USD,New York,Cosmetics,35221862,32.00,USD 20.48,USD 2.24,USD 29.76,2020-05-28
YR4098,USD,New York,Kitchen,18209533,48.00,USD 36.00,USD 2.88,USD 45.12,2020-05-28
YR4098,USD,New York,Electronics,83284301,65.00,USD 44.20,USD 3.25,USD 61.75,2020-05-28
YR4098,USD,New York,Groceries,74053039,87.00,USD 64.38,USD 6.09,USD 80.91,2020-05-28
YR4098,USD,New York,Furniture,93150024,70.00,USD 51.10,USD 2.10,USD 67.90,2020-05-28
YR4098,USD,New York,Cosmetics,18995056,52.00,USD 38.48,USD 5.20,USD 46.80,2020-05-28
YR4098,USD,New York,Education,30184631,66.00,USD 42.90,USD 1.32,USD 64.68,2020-05-28
YR4098,USD,New York,Education,22606811,77.00,USD 50.82,USD 6.93,USD 70.07,2020-05-28
YR4098,USD,New York,Kitchen,91353759,61.00,USD 39.65,USD 1.22,USD 59.78,2020-05-28
YR4098,USD,New York,Cosmetics,27987365,51.00,USD 37.23,USD 2.04,USD 48.96,2020-05-28
YR4098,USD,New York,Fashion,28481750,73.00,USD 53.29,USD 5.84,USD 67.16,2020-05-28
YR4098,USD,New York,Electronics,61682434,80.00,USD 48.80,USD 3.20,USD 76.80,2020-05-28
YR4098,USD,New York,Groceries,14540100,24.00,USD 17.76,USD 0.96,USD 23.04,2020-05-28
YR4098,USD,New York,Electronics,74956665,90.00,USD 57.60,USD 3.60,USD 86.40,2020-05-28
YR4098,USD,New York,Kitchen,29981384,92.00,USD 66.24,USD 3.68,USD 88.32,2020-05-28
YR4226,USD,New York,Furniture,65524902,30.00,USD 18.90,USD 1.20,USD 28.80,2020-05-28
YR4226,USD,New York,Kitchen,49399719,63.00,USD 37.80,USD 3.15,USD 59.85,2020-05-28
YR4226,USD,New York,Kitchen,56513366,68.00,USD 46.92,USD 4.76,USD 63.24,2020-05-28
YR4226,USD,New York,Education,28767395,12.00,USD 8.28,USD 0.72,USD 11.28,2020-05-28
YR4226,USD,New York,Education,21703186,94.00,USD 59.22,USD 4.70,USD 89.30,2020-05-28
YR4226,USD,New York,Education,61325378,93.00,USD 64.17,USD 5.58,USD 87.42,2020-05-28
YR4226,USD,New York,Education,56274414,59.00,USD 38.94,USD 1.77,USD 57.23,2020-05-28
YR4226,USD,New York,Kitchen,87275085,11.00,USD 7.48,USD 0.22,USD 10.78,2020-05-28
YR4226,USD,New York,Groceries,79988403,31.00,USD 20.15,USD 0.93,USD 30.07,2020-05-28
YR4226,USD,New York,Education,71424560,19.00,USD 12.73,USD 1.52,USD 17.48,2020-05-28
YR4226,USD,New York,Kitchen,99697875,12.00,USD 8.88,USD 0.84,USD 11.16,2020-05-28
YR4226,USD,New York,Education,69565124,13.00,USD 8.84,USD 0.65,USD 12.35,2020-05-28
YR4226,USD,New York,Furniture,62561340,54.00,USD 35.10,USD 2.70,USD 51.30,2020-05-28
YR4226,USD,New York,Kitchen,60795288,40.00,USD 27.20,USD 4.00,USD 36.00,2020-05-28
YR4226,USD,New York,Education,38968200,55.00,USD 41.25,USD 3.30,USD 51.70,2020-05-28
YR4226,USD,New York,Cosmetics,56428222,49.00,USD 29.89,USD 1.47,USD 47.53,2020-05-28
YR4226,USD,New York,Cosmetics,58611755,21.00,USD 13.02,USD 1.26,USD 19.74,2020-05-28
YR4226,USD,New York,Education,92188720,22.00,USD 14.52,USD 0.66,USD 21.34,2020-05-28
YR4226,USD,New York,Education,69869995,58.00,USD 41.76,USD 1.74,USD 56.26,2020-05-28
YR4226,USD,New York,Education,44480590,69.00,USD 50.37,USD 3.45,USD 65.55,2020-05-28
YR4226,USD,New York,Education,95295104,74.00,USD 51.06,USD 7.40,USD 66.60,2020-05-28
YR4226,USD,New York,Furniture,42060852,17.00,USD 10.20,USD 1.70,USD 15.30,2020-05-28
YR4226,USD,New York,Groceries,36466064,47.00,USD 28.20,USD 2.35,USD 44.65,2020-05-28
YR4226,USD,New York,Kitchen,45697326,48.00,USD 35.04,USD 4.32,USD 43.68,2020-05-28
YR4226,USD,New York,Fashion,86269836,71.00,USD 43.31,USD 4.26,USD 66.74,2020-05-28
YR4226,USD,New York,Education,48062133,19.00,USD 12.35,USD 1.90,USD 17.10,2020-05-28
YR4226,USD,New York,Fashion,20566101,24.00,USD 17.04,USD 0.72,USD 23.28,2020-05-28
YR4226,USD,New York,Groceries,34724731,61.00,USD 40.87,USD 1.83,USD 59.17,2020-05-28
YR4226,USD,New York,Fashion,77362670,40.00,USD 25.60,USD 2.80,USD 37.20,2020-05-28
YR4226,USD,New York,Cosmetics,28737182,52.00,USD 36.92,USD 5.20,USD 46.80,2020-05-28
YR4226,USD,New York,Furniture,10769042,26.00,USD 18.72,USD 1.82,USD 24.18,2020-05-28
YR4226,USD,New York,Furniture,31253051,81.00,USD 58.32,USD 4.86,USD 76.14,2020-05-28
YR4226,USD,New York,Furniture,45540771,11.00,USD 7.04,USD 0.66,USD 10.34,2020-05-28
YR4226,USD,New York,Education,17421264,17.00,USD 12.07,USD 0.68,USD 16.32,2020-05-28
YR4226,USD,New York,Electronics,55933837,31.00,USD 20.77,USD 1.55,USD 29.45,2020-05-28
YR4226,USD,New York,Education,98025207,38.00,USD 25.84,USD 1.90,USD 36.10,2020-05-28
YR4226,USD,New York,Cosmetics,49331054,80.00,USD 49.60,USD 2.40,USD 77.60,2020-05-28
YR4226,USD,New York,Electronics,24504699,62.00,USD 39.06,USD 6.20,USD 55.80,2020-05-28
YR4226,USD,New York,Education,46988220,100.00,USD 69.00,USD 10.00,USD 90.00,2020-05-28
YR4226,USD,New York,Groceries,92479858,78.00,USD 56.16,USD 7.80,USD 70.20,2020-05-28
YR4226,USD,New York,Education,72363891,65.00,USD 42.90,USD 5.20,USD 59.80,2020-05-28
YR4226,USD,New York,Education,13754577,32.00,USD 20.80,USD 2.56,USD 29.44,2020-05-28
YR4226,USD,New York,Kitchen,58441467,85.00,USD 51.85,USD 8.50,USD 76.50,2020-05-28
YR4226,USD,New York,Education,79782409,26.00,USD 15.86,USD 2.60,USD 23.40,2020-05-28
YR4226,USD,New York,Cosmetics,55148315,39.00,USD 28.47,USD 3.51,USD 35.49,2020-05-28
YR4226,USD,New York,Fashion,43118286,34.00,USD 24.14,USD 2.04,USD 31.96,2020-05-28
YR5253,USD,New York,Education,98739318,61.00,USD 44.53,USD 4.88,USD 56.12,2020-05-28
YR5253,USD,New York,Cosmetics,54244689,76.00,USD 51.68,USD 6.08,USD 69.92,2020-05-28
YR5253,USD,New York,Furniture,53612976,46.00,USD 29.90,USD 3.22,USD 42.78,2020-05-28
YR5253,USD,New York,Furniture,91257629,73.00,USD 50.37,USD 6.57,USD 66.43,2020-05-28
YR5253,USD,New York,Kitchen,17597045,23.00,USD 17.25,USD 0.69,USD 22.31,2020-05-28
YR5253,USD,New York,Education,93106079,57.00,USD 37.05,USD 1.71,USD 55.29,2020-05-28
YR5253,USD,New York,Groceries,20154113,33.00,USD 21.78,USD 0.99,USD 32.01,2020-05-28
YR5253,USD,New York,Kitchen,43615417,96.00,USD 57.60,USD 4.80,USD 91.20,2020-05-28
YR5253,USD,New York,Fashion,92666625,73.00,USD 51.10,USD 2.19,USD 70.81,2020-05-28
YR5253,USD,New York,Cosmetics,35955200,27.00,USD 19.17,USD 1.35,USD 25.65,2020-05-28
YR5253,USD,New York,Cosmetics,95465393,35.00,USD 24.85,USD 1.75,USD 33.25,2020-05-28
YR5253,USD,New York,Groceries,61885681,58.00,USD 37.12,USD 2.32,USD 55.68,2020-05-28
YR5253,USD,New York,Groceries,91999206,27.00,USD 19.71,USD 1.35,USD 25.65,2020-05-28
YR5253,USD,New York,Education,27163391,14.00,USD 9.10,USD 1.26,USD 12.74,2020-05-28
YR5253,USD,New York,Cosmetics,83146972,98.00,USD 69.58,USD 1.96,USD 96.04,2020-05-28
YR5253,USD,New York,Cosmetics,43837890,42.00,USD 31.08,USD 2.94,USD 39.06,2020-05-28
YR5253,USD,New York,Furniture,36724243,100.00,USD 71.00,USD 5.00,USD 95.00,2020-05-28
YR5253,USD,New York,Fashion,65198059,68.00,USD 49.64,USD 4.76,USD 63.24,2020-05-28
YR5253,USD,New York,Furniture,29322204,92.00,USD 62.56,USD 3.68,USD 88.32,2020-05-28
YR5253,USD,New York,Education,42947998,73.00,USD 46.72,USD 2.92,USD 70.08,2020-05-28
YR5253,USD,New York,Education,97802734,72.00,USD 49.68,USD 7.20,USD 64.80,2020-05-28
YR5253,USD,New York,Cosmetics,35886535,41.00,USD 27.88,USD 1.64,USD 39.36,2020-05-28
YR5253,USD,New York,Furniture,17102661,81.00,USD 56.70,USD 5.67,USD 75.33,2020-05-28
YR5253,USD,New York,Electronics,56719360,24.00,USD 14.40,USD 2.40,USD 21.60,2020-05-28
YR5253,USD,New York,Furniture,63448486,71.00,USD 50.41,USD 4.97,USD 66.03,2020-05-28
YR5253,USD,New York,Kitchen,58968811,26.00,USD 16.12,USD 1.56,USD 24.44,2020-05-28
YR5253,USD,New York,Cosmetics,78779907,61.00,USD 37.21,USD 2.44,USD 58.56,2020-05-28
YR7896,USD,New York,Kitchen,76066284,40.00,USD 28.80,USD 4.00,USD 36.00,2020-05-28
YR7896,USD,New York,Kitchen,96146545,51.00,USD 35.19,USD 5.10,USD 45.90,2020-05-28
YR7896,USD,New York,Education,42689819,20.00,USD 13.80,USD 0.60,USD 19.40,2020-05-28
YR7896,USD,New York,Kitchen,85824890,63.00,USD 39.06,USD 3.78,USD 59.22,2020-05-28
YR7896,USD,New York,Cosmetics,45985717,69.00,USD 46.92,USD 1.38,USD 67.62,2020-05-28
YR7896,USD,New York,Education,73553161,95.00,USD 66.50,USD 5.70,USD 89.30,2020-05-28
YR7896,USD,New York,Electronics,43972473,64.00,USD 48.00,USD 5.12,USD 58.88,2020-05-28
YR7896,USD,New York,Kitchen,77890014,95.00,USD 70.30,USD 6.65,USD 88.35,2020-05-28
YR7896,USD,New York,Fashion,77461547,16.00,USD 12.00,USD 0.80,USD 15.20,2020-05-28
YR7896,USD,New York,Education,60336608,59.00,USD 42.48,USD 1.77,USD 57.23,2020-05-28
YR7896,USD,New York,Electronics,38905029,61.00,USD 41.48,USD 3.66,USD 57.34,2020-05-28
YR7896,USD,New York,Education,79697265,53.00,USD 38.69,USD 2.65,USD 50.35,2020-05-28
YR7896,USD,New York,Groceries,57433471,74.00,USD 48.10,USD 7.40,USD 66.60,2020-05-28
YR7896,USD,New York,Electronics,81356201,76.00,USD 53.96,USD 7.60,USD 68.40,2020-05-28
YR7896,USD,New York,Kitchen,65332641,35.00,USD 22.05,USD 1.40,USD 33.60,2020-05-28
YR7896,USD,New York,Electronics,28619079,99.00,USD 69.30,USD 6.93,USD 92.07,2020-05-28
YR7896,USD,New York,Groceries,81935729,43.00,USD 25.80,USD 4.30,USD 38.70,2020-05-28
YR7896,USD,New York,Electronics,50509338,44.00,USD 28.60,USD 4.40,USD 39.60,2020-05-28
YR7896,USD,New York,Cosmetics,84564208,52.00,USD 33.80,USD 4.16,USD 47.84,2020-05-28
YR7896,USD,New York,Education,93007202,38.00,USD 26.22,USD 2.28,USD 35.72,2020-05-28
YR7896,USD,New York,Furniture,22285461,61.00,USD 41.48,USD 6.10,USD 54.90,2020-05-28
YR7896,USD,New York,Groceries,64088439,63.00,USD 45.99,USD 6.30,USD 56.70,2020-05-28
YR7896,USD,New York,Furniture,29706726,30.00,USD 18.30,USD 1.80,USD 28.20,2020-05-28
YR7896,USD,New York,Kitchen,11966552,33.00,USD 23.10,USD 0.99,USD 32.01,2020-05-28
YR7896,USD,New York,Groceries,19711914,49.00,USD 30.87,USD 2.94,USD 46.06,2020-05-28
YR7896,USD,New York,Kitchen,51940307,52.00,USD 32.24,USD 5.20,USD 46.80,2020-05-28
YR7896,USD,New York,Cosmetics,76953430,48.00,USD 31.68,USD 1.44,USD 46.56,2020-05-28
YR7896,USD,New York,Education,59136352,16.00,USD 10.24,USD 1.12,USD 14.88,2020-05-28
YR7896,USD,New York,Electronics,43206176,13.00,USD 9.23,USD 0.78,USD 12.22,2020-05-28
YR7896,USD,New York,Groceries,87412414,75.00,USD 48.75,USD 6.00,USD 69.00,2020-05-28
YR7896,USD,New York,Fashion,21348876,21.00,USD 15.54,USD 1.68,USD 19.32,2020-05-28
YR7896,USD,New York,Fashion,37248840,62.00,USD 38.44,USD 1.86,USD 60.14,2020-05-28
YR7896,USD,New York,Fashion,21195068,54.00,USD 36.18,USD 3.78,USD 50.22,2020-05-28
YR7896,USD,New York,Fashion,21909179,64.00,USD 45.44,USD 2.56,USD 61.44,2020-05-28
YR7896,USD,New York,Cosmetics,19865722,11.00,USD 7.70,USD 1.10,USD 9.90,2020-05-28
YR7896,USD,New York,Furniture,11170043,20.00,USD 13.20,USD 0.40,USD 19.60,2020-05-28
YR7896,USD,New York,Cosmetics,29692993,94.00,USD 61.10,USD 1.88,USD 92.12,2020-05-28
YR7896,USD,New York,Education,55986022,35.00,USD 23.80,USD 1.05,USD 33.95,2020-05-28
YR7896,USD,New York,Electronics,61649475,15.00,USD 9.00,USD 1.05,USD 13.95,2020-05-28
YR7896,USD,New York,Furniture,47482604,72.00,USD 54.00,USD 5.04,USD 66.96,2020-05-28
YR7896,USD,New York,Cosmetics,99491882,61.00,USD 40.26,USD 4.88,USD 56.12,2020-05-28
YR7896,USD,New York,Cosmetics,80570678,37.00,USD 22.94,USD 3.33,USD 33.67,2020-05-28
YR7896,USD,New York,Furniture,44329528,22.00,USD 14.52,USD 1.32,USD 20.68,2020-05-28
YR7896,USD,New York,Electronics,22834777,50.00,USD 30.50,USD 3.50,USD 46.50,2020-05-28
YR6095,USD,New York,Education,19626770,69.00,USD 48.99,USD 2.07,USD 66.93,2020-05-28
YR6095,USD,New York,Cosmetics,56343078,23.00,USD 14.95,USD 2.07,USD 20.93,2020-05-28
YR6095,USD,New York,Education,71748657,32.00,USD 23.36,USD 2.88,USD 29.12,2020-05-28
YR6095,USD,New York,Electronics,89527282,92.00,USD 69.00,USD 3.68,USD 88.32,2020-05-28
YR6095,USD,New York,Groceries,83677062,61.00,USD 44.53,USD 4.88,USD 56.12,2020-05-28
YR6095,USD,New York,Education,37559204,25.00,USD 18.75,USD 2.50,USD 22.50,2020-05-28
YR6095,USD,New York,Groceries,64206542,48.00,USD 32.16,USD 2.40,USD 45.60,2020-05-28
YR6095,USD,New York,Kitchen,30256042,49.00,USD 34.30,USD 4.90,USD 44.10,2020-05-28
YR6095,USD,New York,Cosmetics,71015319,27.00,USD 18.36,USD 1.08,USD 25.92,2020-05-28
YR6095,USD,New York,Education,49001464,20.00,USD 12.80,USD 1.60,USD 18.40,2020-05-28
YR6095,USD,New York,Electronics,48358764,42.00,USD 31.50,USD 3.78,USD 38.22,2020-05-28
YR6095,USD,New York,Electronics,58271179,13.00,USD 8.06,USD 0.52,USD 12.48,2020-05-28
YR6095,USD,New York,Groceries,44656372,27.00,USD 19.17,USD 1.35,USD 25.65,2020-05-28
YR6095,USD,New York,Kitchen,12768554,15.00,USD 11.25,USD 0.90,USD 14.10,2020-05-28
YR6095,USD,New York,Fashion,92872619,70.00,USD 44.80,USD 5.60,USD 64.40,2020-05-28
YR6095,USD,New York,Cosmetics,30154418,52.00,USD 34.84,USD 1.56,USD 50.44,2020-05-28
YR6095,USD,New York,Fashion,34211120,12.00,USD 7.80,USD 0.24,USD 11.76,2020-05-28
YR6095,USD,New York,Furniture,95775756,89.00,USD 60.52,USD 2.67,USD 86.33,2020-05-28
YR6095,USD,New York,Fashion,50201721,52.00,USD 33.28,USD 1.04,USD 50.96,2020-05-28
YR6095,USD,New York,Groceries,70314941,14.00,USD 9.38,USD 0.28,USD 13.72,2020-05-28
YR6095,USD,New York,Fashion,43782958,89.00,USD 59.63,USD 8.01,USD 80.99,2020-05-28
YR6095,USD,New York,Fashion,21126403,47.00,USD 32.43,USD 1.41,USD 45.59,2020-05-28
YR6095,USD,New York,Furniture,91172485,39.00,USD 27.69,USD 1.17,USD 37.83,2020-05-28
YR6095,USD,New York,Education,24776611,99.00,USD 67.32,USD 8.91,USD 90.09,2020-05-28
YR6095,USD,New York,Electronics,96234436,29.00,USD 19.72,USD 2.90,USD 26.10,2020-05-28
YR6095,USD,New York,Kitchen,43494567,61.00,USD 39.65,USD 2.44,USD 58.56,2020-05-28
YR6095,USD,New York,Furniture,69419555,48.00,USD 31.68,USD 4.80,USD 43.20,2020-05-28
YR6095,USD,New York,Kitchen,86574707,89.00,USD 58.74,USD 7.12,USD 81.88,2020-05-28
YR6095,USD,New York,Fashion,30511474,78.00,USD 48.36,USD 7.02,USD 70.98,2020-05-28
YR6095,USD,New York,Fashion,28413085,86.00,USD 60.20,USD 6.02,USD 79.98,2020-05-28
YR6095,USD,New York,Fashion,14062194,49.00,USD 30.38,USD 3.92,USD 45.08,2020-05-28
YR6095,USD,New York,Cosmetics,82243347,44.00,USD 29.04,USD 4.40,USD 39.60,2020-05-28
YR6095,USD,New York,Kitchen,25152893,79.00,USD 47.40,USD 1.58,USD 77.42,2020-05-28
YR6095,USD,New York,Electronics,59073181,67.00,USD 40.20,USD 2.01,USD 64.99,2020-05-28
YR6095,USD,New York,Furniture,63640747,24.00,USD 14.64,USD 1.92,USD 22.08,2020-05-28
YR6095,USD,New York,Furniture,87445373,60.00,USD 40.80,USD 4.20,USD 55.80,2020-05-28
YR6095,USD,New York,Cosmetics,52794494,62.00,USD 42.16,USD 5.58,USD 56.42,2020-05-28
YR6095,USD,New York,Furniture,39858093,94.00,USD 65.80,USD 7.52,USD 86.48,2020-05-28
YR6095,USD,New York,Education,70754394,90.00,USD 55.80,USD 9.00,USD 81.00,2020-05-28
YR6095,USD,New York,Electronics,38633117,26.00,USD 16.90,USD 0.78,USD 25.22,2020-05-28
YR6095,USD,New York,Kitchen,43988952,97.00,USD 70.81,USD 4.85,USD 92.15,2020-05-28
YR6095,USD,New York,Cosmetics,68576354,70.00,USD 49.00,USD 7.00,USD 63.00,2020-05-28
YR6095,USD,New York,Kitchen,20274963,95.00,USD 64.60,USD 4.75,USD 90.25,2020-05-28
YR6095,USD,New York,Education,48820190,88.00,USD 61.60,USD 8.80,USD 79.20,2020-05-28
YR6095,USD,New York,Groceries,93040161,73.00,USD 54.02,USD 5.11,USD 67.89,2020-05-28
YR6095,USD,New York,Education,49460144,49.00,USD 34.30,USD 2.94,USD 46.06,2020-05-28
YR6095,USD,New York,Cosmetics,18500671,27.00,USD 17.55,USD 2.43,USD 24.57,2020-05-28
YR4368,USD,New York,Groceries,81133728,39.00,USD 25.74,USD 1.56,USD 37.44,2020-05-28
YR4368,USD,New York,Education,40794677,88.00,USD 59.84,USD 7.92,USD 80.08,2020-05-28
YR4368,USD,New York,Cosmetics,78881530,37.00,USD 23.31,USD 2.96,USD 34.04,2020-05-28
YR4368,USD,New York,Groceries,64036254,75.00,USD 51.75,USD 7.50,USD 67.50,2020-05-28
YR4368,USD,New York,Cosmetics,30527954,13.00,USD 8.32,USD 0.39,USD 12.61,2020-05-28
YR4368,USD,New York,Cosmetics,40204162,52.00,USD 36.92,USD 2.08,USD 49.92,2020-05-28
YR4368,USD,New York,Groceries,87104797,52.00,USD 34.84,USD 2.60,USD 49.40,2020-05-28
YR4368,USD,New York,Furniture,70740661,89.00,USD 54.29,USD 1.78,USD 87.22,2020-05-28
YR4368,USD,New York,Fashion,30187377,65.00,USD 46.80,USD 5.85,USD 59.15,2020-05-28
YR4368,USD,New York,Electronics,63918151,24.00,USD 16.80,USD 0.96,USD 23.04,2020-05-28
YR4368,USD,New York,Furniture,47435913,83.00,USD 57.27,USD 8.30,USD 74.70,2020-05-28
YR4368,USD,New York,Cosmetics,42404174,82.00,USD 59.86,USD 4.92,USD 77.08,2020-05-28
YR4368,USD,New York,Furniture,58282165,10.00,USD 7.40,USD 0.20,USD 9.80,2020-05-28
YR4368,USD,New York,Groceries,39965209,67.00,USD 43.55,USD 3.35,USD 63.65,2020-05-28
YR4368,USD,New York,Groceries,61954345,68.00,USD 41.48,USD 4.08,USD 63.92,2020-05-28
YR4368,USD,New York,Fashion,11057434,47.00,USD 31.96,USD 4.23,USD 42.77,2020-05-28
YR4368,USD,New York,Education,87371215,78.00,USD 56.16,USD 1.56,USD 76.44,2020-05-28
YR4368,USD,New York,Groceries,38940734,88.00,USD 64.24,USD 8.80,USD 79.20,2020-05-28
YR4368,USD,New York,Kitchen,18756103,98.00,USD 68.60,USD 3.92,USD 94.08,2020-05-28
YR4368,USD,New York,Furniture,11554565,18.00,USD 11.88,USD 0.72,USD 17.28,2020-05-28
YR4368,USD,New York,Fashion,67024536,26.00,USD 16.38,USD 1.56,USD 24.44,2020-05-28
YR4368,USD,New York,Furniture,60007019,56.00,USD 36.40,USD 3.92,USD 52.08,2020-05-28
YR4368,USD,New York,Groceries,44944763,60.00,USD 39.60,USD 5.40,USD 54.60,2020-05-28
YR4368,USD,New York,Furniture,16201782,78.00,USD 52.26,USD 2.34,USD 75.66,2020-05-28
YR4368,USD,New York,Furniture,85509033,13.00,USD 8.32,USD 0.91,USD 12.09,2020-05-28
YR4368,USD,New York,Cosmetics,83078308,38.00,USD 27.74,USD 1.14,USD 36.86,2020-05-28
YR4368,USD,New York,Furniture,71171875,40.00,USD 25.20,USD 2.80,USD 37.20,2020-05-28
YR4368,USD,New York,Kitchen,27185363,63.00,USD 43.47,USD 4.41,USD 58.59,2020-05-28
YR4368,USD,New York,Cosmetics,80776672,34.00,USD 24.48,USD 3.40,USD 30.60,2020-05-28
YR4368,USD,New York,Education,71572875,13.00,USD 8.19,USD 1.17,USD 11.83,2020-05-28
YR5986,USD,New York,Fashion,34996643,49.00,USD 35.28,USD 3.43,USD 45.57,2020-05-28
YR5986,USD,New York,Fashion,39811401,79.00,USD 59.25,USD 5.53,USD 73.47,2020-05-28
YR5986,USD,New York,Fashion,47779235,91.00,USD 54.60,USD 8.19,USD 82.81,2020-05-28
YR5986,USD,New York,Cosmetics,33343200,24.00,USD 17.28,USD 1.92,USD 22.08,2020-05-28
YR5986,USD,New York,Electronics,12579040,43.00,USD 31.82,USD 3.01,USD 39.99,2020-05-28
YR5986,USD,New York,Fashion,15973815,87.00,USD 60.90,USD 6.09,USD 80.91,2020-05-28
YR5986,USD,New York,Cosmetics,51105346,36.00,USD 26.64,USD 1.80,USD 34.20,2020-05-28
YR5986,USD,New York,Groceries,24403076,46.00,USD 27.60,USD 3.68,USD 42.32,2020-05-28
YR5986,USD,New York,Education,89101562,82.00,USD 60.68,USD 2.46,USD 79.54,2020-05-28
YR5986,USD,New York,Groceries,64327392,96.00,USD 68.16,USD 7.68,USD 88.32,2020-05-28
YR5986,USD,New York,Electronics,25394592,40.00,USD 27.60,USD 2.40,USD 37.60,2020-05-28
YR5986,USD,New York,Cosmetics,30118713,82.00,USD 59.86,USD 5.74,USD 76.26,2020-05-28
YR5986,USD,New York,Education,64288940,14.00,USD 9.80,USD 0.42,USD 13.58,2020-05-28
YR5986,USD,New York,Groceries,85072326,88.00,USD 54.56,USD 7.92,USD 80.08,2020-05-28
YR5986,USD,New York,Fashion,35644836,20.00,USD 13.20,USD 1.00,USD 19.00,2020-05-28
YR5986,USD,New York,Furniture,21741638,85.00,USD 59.50,USD 5.10,USD 79.90,2020-05-28
YR5986,USD,New York,Electronics,33293762,42.00,USD 28.14,USD 0.84,USD 41.16,2020-05-28
YR5986,USD,New York,Furniture,86714782,55.00,USD 38.50,USD 4.95,USD 50.05,2020-05-28
YR5986,USD,New York,Education,81707763,69.00,USD 43.47,USD 4.14,USD 64.86,2020-05-28
YR5986,USD,New York,Electronics,94781494,27.00,USD 19.98,USD 2.70,USD 24.30,2020-05-28
YR5986,USD,New York,Education,27644042,43.00,USD 27.95,USD 2.15,USD 40.85,2020-05-28
YR5986,USD,New York,Education,16605529,71.00,USD 48.28,USD 2.13,USD 68.87,2020-05-28
YR5986,USD,New York,Electronics,23057250,59.00,USD 43.07,USD 4.13,USD 54.87,2020-05-28
YR5986,USD,New York,Groceries,51003723,40.00,USD 26.80,USD 3.20,USD 36.80,2020-05-28
YR5986,USD,New York,Education,28001098,47.00,USD 35.25,USD 3.76,USD 43.24,2020-05-28
